文章标识符aid,标题title,链接url,时间time,公众号名称
"2247523256_1","本周“发展改革热点，我知道”","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=1&sn=f38e9fedf213edb33241b55732e6375b&chksm=9b1c0368ac6b8a7e667e3dc8c5377b5e20ee3fe4a854cf163fec1291db19b464215d0cb87d79#rd","2025-12-31","河西政务服务"
"2247523256_2","【指南针】一图读懂 | 组织机构统一社会信用代码管理办法","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=2&sn=fa3263388d58b4335f0270334110c4f1&chksm=9b1c0368ac6b8a7e51c75e42c31a5e3e97dc16b48562976d9d1925e384e8fd1144179baf9e81#rd","2025-12-31","河西政务服务"
"2247523256_3","【消息树】四中全会精神在基层｜助企扬帆出海 河西区对外投资“一站式”综合服务平台正式启用","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=3&sn=f9c5032cd9629937ff104f1502090f3f&chksm=9b1c0368ac6b8a7eb4b66d7f4cf0896c58c301f86a61b17898f8ec4320a1c21dca02ee7fabf8#rd","2025-12-31","河西政务服务"
"2247523256_4","【贴心办】四中全会精神在基层丨优化服务无止境 惠民便企助发展","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=4&sn=4792c3772a3d78a060f81ed26e8ce67e&chksm=9b1c0368ac6b8a7e87c33dd5e16551c301a6e42b88b8ae589807fb3a5dc9f68d05f8b9a2d2b0#rd","2025-12-31","河西政务服务"
"2247523256_5","【生活汇】元旦放假通知","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=5&sn=a44fa4ee6b9b4f5a01f1bdc44185b94a&chksm=9b1c0368ac6b8a7e0dcaae1fdcf81819c18d9337bcbf029d52352861e61a622783d44b8192cf#rd","2025-12-31","河西政务服务"
"2247523256_6","【文旅行】毛主席亲笔题字，这座公园藏着怎样的千秋？","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523256&idx=6&sn=5462085acd63cd2cfe9f4f70c8cf2f80&chksm=9b1c0368ac6b8a7e848ec194739a08eb334bf256a44212bf42b5827efe1388efce3fbed748d4#rd","2025-12-31","河西政务服务"
"2247523036_1","本周“发展改革热点，我知道”","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=1&sn=b3a61cede1690fccb8716226ebd7c3be&chksm=9b1c020cac6b8b1a3e5d5b8dadb081ef32d8e22ada06e76bfd52fbcf4fa82efd6ae83346c614#rd","2025-12-22","河西政务服务"
"2247523036_2","【政事通】划重点！中央经济工作会议要点梳理","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=2&sn=14ebb0fb91d33529890a916f9b034765&chksm=9b1c020cac6b8b1a85ceb1f24bc121b96d3599984ff1ab26031e1f60d43ceebdb30b7b85944d#rd","2025-12-22","河西政务服务"
"2247523036_3","【消息树】热点关注｜提醒！即将截止！事关你的收入！抓紧→","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=3&sn=60a9606c0da1488c7b20b342c7e6966d&chksm=9b1c020cac6b8b1ac55792cef96792726baaab4243add0eb650ead3d3445b051aae71c83e080#rd","2025-12-22","河西政务服务"
"2247523036_4","【指南针】一次性信用修复政策来了！适用对象、时间、金额一图读懂→","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=4&sn=fd413126de7383b46ce1acdc015b3385&chksm=9b1c020cac6b8b1a94f894f94d2e77c111ac7e219f0f2e18ff71541b957f32e4879db22d30cb#rd","2025-12-22","河西政务服务"
"2247523036_5","【“高效办成一件事”微课堂】第七期教育入学“一件事”办事指南","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=5&sn=9b9ec046ccbe01feb0c37ffbca605230&chksm=9b1c020cac6b8b1a3aa4efc555ce9540ee04812f4abee7b38f295622b5c3a6188a881d535ee9#rd","2025-12-22","河西政务服务"
"2247523036_6","【生活汇】冬至时节","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247523036&idx=6&sn=82ad2c74d4c20d892fa14bb8067bc361&chksm=9b1c020cac6b8b1a6a3f88e63f7b0e7ceddb39fc2fc1a083d579c320822c9957d8fcbb45580f#rd","2025-12-22","河西政务服务"
"2247522820_1","本周“发展改革热点，我知道”","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=1&sn=c502ba8c308cf2b95606994782931549&chksm=9b1c02d4ac6b8bc219b307712ac09f588e7c31c513b6b8c98cdb3ab92cd985841194badc81cc#rd","2025-12-12","河西政务服务"
"2247522820_2","天津电视台《都市报道60》对我办服务企业，在营业性演出审批工作中提质增效做了专题报道","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=2&sn=f04b7f03add4fe80074341e1837da14c&chksm=9b1c02d4ac6b8bc2129af3bc099ff4d3171ae05e59e5cf185d0e74c58ef95dee3a099fbce719#rd","2025-12-12","河西政务服务"
"2247522820_3","【政事通】京津冀晋“信用代证” 实现全国首个跨省互认","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=3&sn=d6c5939076e930188af67e64c5ada7e6&chksm=9b1c02d4ac6b8bc29cc73d0c54a9eed87db262c2429d7e5274829e6d148f34924e139477057e#rd","2025-12-12","河西政务服务"
"2247522820_4","【指南针】天津这张卡再升级！这些隐藏功能，太有用了！","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=4&sn=126a46a29ab731cb48d3acc7afa77f73&chksm=9b1c02d4ac6b8bc27ea9c98909c9f03e692752372ea34ca758ebceb155e00f8d8d53e2db26b3#rd","2025-12-12","河西政务服务"
"2247522820_5","【贴心办】市场监管总局发布《市场监督管理信用修复管理办法》","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=5&sn=d0a1b268914096f8d9b6bd4122cdf392&chksm=9b1c02d4ac6b8bc215c1613e675c04a52619de6b3b6838b4d2db9ea48b74b00897218cd621e7#rd","2025-12-12","河西政务服务"
"2247522820_6","【文旅行】天天乐道 津津有味丨四大系列300余项活动，天津冬季特色文旅活动全攻略上新啦！","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522820&idx=6&sn=7c2f754c54ba838fece75ebb86144dd9&chksm=9b1c02d4ac6b8bc20786d20f743055e3b6a42066e2119bb8b550361a761a34e0176b94daefb0#rd","2025-12-12","河西政务服务"
"2247522411_1","【这五年】潮头奋楫 河西交出“超千亿答卷”","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522411&idx=1&sn=5f4dcaf4cc2194eaa98bab063f9e1b0a&chksm=9b1c00bbac6b89ad646deec022c6118bcf15578a6d4c3b34cfa453f704a2592c8dcdea89dbd0#rd","2025-12-04","河西政务服务"
"2247522411_2","【“高效办成一件事”微课堂】第六期大件运输“一件事”办事指南","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522411&idx=2&sn=294f73ea1afb25f1773116fabb8a8e07&chksm=9b1c00bbac6b89ad57e31fed8a5b2cef7696cffe5d37dac74015c7dfb617261e6fea83324850#rd","2025-12-04","河西政务服务"
"2247522411_3","【贴心办】“请听我来讲一课”第七讲——“高效办成一件事”工作梳理与分享开讲","http://mp.weixin.qq.com/s?__biz=MzAwNTI5NjU3NQ==&mid=2247522411&idx=3&sn=5a04642e610c85090c96ef3a76e15bee&chksm=9b1c00bbac6b89ad1d6a75ae5acbe1e32fce964bd1652670390c372f3382daab4a8e58da48e9#rd","2025-12-04","河西政务服务"
