文章标识符aid,标题title,链接url,时间time,公众号名称
"2247532699_1","回望“十四五” 展望“十五五” | 深圳经济科技高质量发展实现重大突破","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532699&idx=1&sn=ceab0edf44d9e4a2fe810675bb2d5cb3&chksm=cf05b16bf872387db0089beaed6bb7f6cb52059be5b5cba978924e339ed3e231ac9f0c5c6f36#rd","2026-02-12","创新龙岗"
"2247532699_2","什么是“钠电池”？一文说清","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532699&idx=2&sn=187746a60c37e170b8cb01e0e30ebf4f&chksm=cf05b16bf872387d00dc1b91d1e5dfbbfe78953a46ba18ab6e3e4d007102dd97f1196fd4747a#rd","2026-02-12","创新龙岗"
"2247532698_1","新春快乐·马年大吉","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532698&idx=1&sn=3baac915815f20bdb582f8bee8dd658e&chksm=cf05b16af872387cf2580ca4830b9c13da885fae2cf8641e07ca8059afedf8b12e984a843011#rd","2026-02-12","创新龙岗"
"2247532678_1","关于征求《龙岗区新型研发机构管理暂行办法（征求意见稿）》公众意见的通知","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532678&idx=1&sn=06e2df337974c6728171de04c5bff298&chksm=cf05b176f8723860a4f46b7ed8b05f10cf860865ca06866907d2bb337f6ac6e4171db7d12714#rd","2026-02-11","创新龙岗"
"2247532678_2","一图读懂《技术合同认定登记管理办法》","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532678&idx=2&sn=5a8ef663790fd4a46e49f1b3bb9fa2c2&chksm=cf05b176f87238603fb1a29e03858f0c3068814033a242bee47cf0e3247cc24fd33fd0d8a541#rd","2026-02-11","创新龙岗"
"2247532651_1","关于对《龙岗区大企业开放创新中心GOI认定与管理办法（征求意见稿）》征求意见建议的公告","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532651&idx=1&sn=6e50f3bd7b25559b7a0da30c9ec1fad6&chksm=cf05b19bf872388d04100378cda81480bc5ca5d342829c3d5146a4f21e26555d14a2c22a8d11#rd","2026-02-09","创新龙岗"
"2247532651_2","一图读懂丨2026年深圳市政府工作报告","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532651&idx=2&sn=8d795b4e05d169a2f53b526d0caa48f9&chksm=cf05b19bf872388d7c018a8c9115517a92c8e5d7c65122b00323190da9ab0cf36970602f268f#rd","2026-02-09","创新龙岗"
"2247532645_1","关于领取2025年高新技术企业证书的通知","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532645&idx=1&sn=ac1d23b4897c57fb2bf69b8157e38a69&chksm=cf05b195f87238831ce7e83b70669469250e25742afc1ec06cf9bcee291064a0fa6893be974e#rd","2026-02-06","创新龙岗"
"2247532645_2","聚焦！中国科技成果转化行业2025年度十大热词正式发布","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532645&idx=2&sn=2cd7b457ff0a360ac8e49af0d5fe0260&chksm=cf05b195f8723883b319f286ba6588dc78796d870d315aec15f06b274ca97b3a98f326880145#rd","2026-02-06","创新龙岗"
"2247532639_1","深圳市科技创新局关于转发科技部国际合作司征集2026年度国际杰青计划项目的通知","http://mp.weixin.qq.com/s?__biz=Mzg3OTIyNDk5MQ==&mid=2247532639&idx=1&sn=6d2ad5de4a0421a4c0a4bf3bf5291396&chksm=cf05b1aff87238b9cc1e94a1e9dec1c6f1467be03404658106b81d15d0109bdf906da6a997f9#rd","2026-02-04","创新龙岗"
