文章标识符aid,标题title,链接url,时间time,公众号名称
"2247586135_1","高地共建 | 来广营乡：以安居保障，强留才根基","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247586135&idx=1&sn=9a5ee47ec3e5a1f9013ba32f7f1c9d79&chksm=c2546c17f523e501ec45041af8243532bca98415670e8a0bce23b1da52456e7bf0acf65f4cfc#rd","2026-03-23","人才朝阳"
"2247586103_1","《中国组织人事报》刊发：朝阳区加速建设“科技百园”　攥指成拳聚合力","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247586103&idx=1&sn=be3ad1bfd11ae5ddbf526901c33f3566&chksm=c2546c77f523e561fa31264e21ddaa1f6532a3c105559f5ad1946296eadf2223e8a70ecce27f#rd","2026-03-20","人才朝阳"
"2247586102_1","朝阳这个OPC 开源创新社区，正式揭牌！赋能“超级个体”逐浪AI新赛道","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247586102&idx=1&sn=066c8a1d7cd5a9b3b0c5655292b98191&chksm=c2546c76f523e560944feb8ea2f9563d13a5d11ecd1e805fcdf6875621efc3f72d7f8ad2389a#rd","2026-03-20","人才朝阳"
"2247585996_1","本市高校应届毕业生首次创业将享补贴！北京24条新政促经济稳中有进","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585996&idx=1&sn=b063cf6b1da299957716faac4f22ea2b&chksm=c2546d8cf523e49a1c25dd016397428ab99c4ab77bfdff04561991026d40607b5be9cce680ea#rd","2026-03-19","人才朝阳"
"2247585986_1","“钳”住新机遇！OpenClaw中国行手把手教“养虾”，第二场扫码抢位中！","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585986&idx=1&sn=9a021ed5d2a0d9ce786129bf942a2bf7&chksm=c2546d82f523e494bdd02fdf45188b2fb314efa24a19dbb455a47e26d23cd111c8174b2101e9#rd","2026-03-18","人才朝阳"
"2247585877_1","政策直达・引才提速！朝阳区 2026 年首轮人才引进政策宣讲会助力“开门红”","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585877&idx=1&sn=9a9327302a84a195b36952d8aaf468a7&chksm=c2546d15f523e4036be5cb6a68f1530d38eeafff688d63dc8d95a07e66cffba0d9773fdc7d09#rd","2026-03-17","人才朝阳"
"2247585877_2","科创周报（2026年第9期）| 朝阳区科技、人才、创新最新动态","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585877&idx=2&sn=2aaa07bb8ce386fd53ea2312bcdd8e8f&chksm=c2546d15f523e403dc12c0e371db487bebca329ba4378856b3d2d190b76399f210a1166ad303#rd","2026-03-17","人才朝阳"
"2247585865_1","一体推进教育科技人才发展，“十五五”规划纲要这样说","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585865&idx=1&sn=60e0aa98a1a5ce24cff1fd35822dc180&chksm=c2546d09f523e41f75e2841037b0fe593a783484b3042a1ea418ac24d5ff2c46da091424c98d#rd","2026-03-16","人才朝阳"
"2247585865_2","扫码报名2026留学英才春季线上招聘会，海归求职黄金通道等你来！","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585865&idx=2&sn=23c89bfe70af46ac61dca9b4ece520c3&chksm=c2546d09f523e41ffbef7fce6eab4d3a4dd267a95745ddbf9ba82ed05fa77843eefffe336702#rd","2026-03-16","人才朝阳"
"2247585837_1","全国两会朝阳“好声音”：“凤凰人才” 代表委员建言谋新篇","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585837&idx=1&sn=60557a1344dfaa9d3e7c285e6421e517&chksm=c2546d6df523e47b6acc2da4b29e67fdbd7dcefd5405337054df361648348853ba6f59c54853#rd","2026-03-12","人才朝阳"
"2247585748_1","2026年北京市高层次留学人才回国资助、北京市留学人员回国创业启动支持计划开始申报了！","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585748&idx=1&sn=320e2e8a3b9488832e359137e1ab4d33&chksm=c2547294f523fb82db869ea2be5d7d800ed34d7764c8658ab37ee52c1e2d7a236394a6a2c986#rd","2026-03-10","人才朝阳"
"2247585748_2","科创周报（2026年第8期）| 朝阳区科技、人才、创新最新动态","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585748&idx=2&sn=ed0fca38807b329066a52314cc001e3d&chksm=c2547294f523fb82a84e79a50f86aa91b3f3ca280f71ac1efae458a2838975e32f11ec90acd7#rd","2026-03-10","人才朝阳"
"2247585719_1","@朝阳企业，引进博士每人奖10万！博士后安家福利更优厚！","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585719&idx=1&sn=3838b607c042b80ae9e5e72bb7185b03&chksm=c25472f7f523fbe1c32799c54f58daa1b7ec53be9eed9bb2ea223e09998c3dd18742bb09700e#rd","2026-03-09","人才朝阳"
"2247585644_1","关于推荐2026年青年北京学者候选人的通知","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585644&idx=1&sn=d80552fcfe11715b4192cc92c50b36d7&chksm=c254722cf523fb3ae38603f532e017d9d20465389d0de78ba7f16ca54f5652b0023b9ed1c377#rd","2026-03-06","人才朝阳"
"2247585640_1","关于人才，2026年政府工作报告这样说","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585640&idx=1&sn=95c57b9412257d518de8ec0e21805236&chksm=c2547228f523fb3e2bb8a24374629a86f475980df9018165f5b7142f930b9f9567cfffedb40f#rd","2026-03-05","人才朝阳"
"2247585640_2","《政府工作报告》上的二维码","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585640&idx=2&sn=1ff4303265c9989e350c8991b033f399&chksm=c2547228f523fb3ebf71d09b0b279588ebcb4cf20642b3ca1487715f0584a2523bbe1b4d9d5a#rd","2026-03-05","人才朝阳"
"2247585628_1","推动科技保险高质量发展、支持工艺美术大师创新！2月政策速递→","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585628&idx=1&sn=f33ddd71f9c07bc24fefcbd9bd714195&chksm=c254721cf523fb0acab40cc829d331729f2b3ad93cb6947d5fbf32df09e0d9cd3a2e2b343620#rd","2026-03-04","人才朝阳"
"2247585408_1","祝贺！朝阳区“凤凰人才”荣膺全国三八红旗手！","http://mp.weixin.qq.com/s?__biz=MzkzMjcwMzI3OQ==&mid=2247585408&idx=1&sn=752f18ef89ba1148b9a12c5a70029c44&chksm=c25473c0f523fad6095173ce934e44299c82e897896a7b31d600c4a80b909dbb29d82f906716#rd","2026-03-03","人才朝阳"
