文章标识符aid,标题title,链接url,时间time,公众号名称
"2651520964_1","解放日报专题 | 新片区硬核产业与柔软生活共融，锻造“刚柔并济”的临港科创城","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520964&idx=1&sn=d17a69d01f5001efa654a8fb77641ca5&chksm=bd4c4b9a8a3bc28c6ed7093bd5dfc98413d8c478f3a6f49762b64013c82b714ea6beed9701a1#rd","2025-12-09","上海临港"
"2651520964_2","【动态】秘鲁优质产品加速进入中国市场，“钱凯—上海”你来我去运输忙","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520964&idx=2&sn=d8e11307344896ed56d585f6bdfab4b2&chksm=bd4c4b9a8a3bc28c922320fa4f829739e417530aeaf1e056f8183e073b356c8d9149be001b98#rd","2025-12-09","上海临港"
"2651520964_3","【征集】你的2025，是哪一种临港表情？","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520964&idx=3&sn=35406b6c696d65f4a680f739981c502e&chksm=bd4c4b9a8a3bc28cad4d53c145cede16e61d8f534565a4410f6e5190985e6b7e49ecc2feabe6#rd","2025-12-09","上海临港"
"2651520938_1","聚焦OPC发展活力，管委会领导调研零界魔方及数字游民社区","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520938&idx=1&sn=6594e987f425aa2e9579a5dfe471c0ef&chksm=bd4c4bf48a3bc2e25f39658e805c14e33fea64baad1a0deeb9f4d6c0cb8b560fdfbb9116629e#rd","2025-12-08","上海临港"
"2651520938_2","【动态】特斯拉上海超级工厂第400万辆整车下线","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520938&idx=2&sn=13a7cd57e740fb1fc366e3894456271f&chksm=bd4c4bf48a3bc2e2b1a709520468673ed921bfdb7af040fff6734e2e48a2c8a55859fc67b4d8#rd","2025-12-08","上海临港"
"2651520938_3","【城事】新城新家新风尚，2025年临港家庭文化节顺利举行","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520938&idx=3&sn=285c4038757d945182bcc365bd9ced70&chksm=bd4c4bf48a3bc2e2037c4ea4eb36790265133bbaa7ae2ddf686c2c529892928d1cdc80e8637e#rd","2025-12-08","上海临港"
"2651520921_1","亚洲头部MCN机构与顶尖音乐制作公司，为何把出海业务都放在临港新片区？","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520921&idx=1&sn=18baba6cf3dcd8aa6d44b4740589b06b&chksm=bd4c4bc78a3bc2d19fac737d24a8c83f6b926024875447561c1b2ff06c3acd6bde9c4416e3db#rd","2025-12-08","上海临港"
"2651520921_2","【探索】多图实拍，即将迎接企业入驻的荣耀之环最新近况","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520921&idx=2&sn=3aa8efb55effa59d50417d8a06c99d33&chksm=bd4c4bc78a3bc2d14f18a8369d5a354ed31ab011e023d166d711f566f058c07a5031f080ecdc#rd","2025-12-08","上海临港"
"2651520921_3","【报名】2025滴水湖法治宣传月活动等你来→","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520921&idx=3&sn=f18b6bc1cacc9ee2563c647859f82ab2&chksm=bd4c4bc78a3bc2d112d19fd1a02d7d9b3b6bcbe3a0e2d9b232a5af7e222c1f0d76a180898fed#rd","2025-12-08","上海临港"
"2651520902_1","@新片区用人单位，2025年度二批次临港新片区大学生实习基地申报工作正在进行中","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520902&idx=1&sn=9eec9fe0772446ce45d6d387c0f373a4&chksm=bd4c4bd88a3bc2ce677a4f33123879315a74cebe0ebc5e69576d5b9e8e9cc0ba46454286d41d#rd","2025-12-07","上海临港"
"2651520902_2","【动态】临港一周要闻 | 12.01-12.07","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520902&idx=2&sn=42252d31294d6cdc5a2ecbfd989fbf6d&chksm=bd4c4bd88a3bc2cead8118daff2af41da02bc859987985f389018d4288b9f0ec3bb5c62e9785#rd","2025-12-07","上海临港"
"2651520902_3","【节气】今日大雪","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520902&idx=3&sn=fd8151a4e0c2df0476732f8cfbe2dcd2&chksm=bd4c4bd88a3bc2ce36a6db54299012c9730084c4c0c2ec49af423be211fe543f382dfe576ea3#rd","2025-12-07","上海临港"
"2651520870_1","搬来临港，一年省5万！清华博士认证“真香”，租房人必看","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520870&idx=1&sn=db530e45ed68b63fdcfb9e4b94c96dbd&chksm=bd4c4b388a3bc22eceeaadf1991ca93d1f598cb3c5cc2f9490227932476668e8f7ea928ab4cf#rd","2025-12-06","上海临港"
"2651520870_2","【文化】新片区商文体旅一周资讯→","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520870&idx=2&sn=9da3014d1f29d893ed7b26efccdbb42f&chksm=bd4c4b388a3bc22e9a621d1aaefacfcd0d6f1e19a35a7b8c3f49a586fdfb1d4ed0d1cdfb026b#rd","2025-12-06","上海临港"
"2651520870_3","【城事】本周末起，中海博『印证·滇国』大展免费区域讲解来袭→","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520870&idx=3&sn=b054e14f44b2bb146aa5cac6a801fb33&chksm=bd4c4b388a3bc22e015dfe4fb108df6db185d9728551e4114fc17dd1a07f350cbf779918c189#rd","2025-12-06","上海临港"
"2651520809_1","政策解读视频上线！点击了解临港新片区促进楼宇经济发展工作实施意见！","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520809&idx=1&sn=5f812bc9b7f549f0fa28b163b5b1a87e&chksm=bd4c4b778a3bc261515dced0e06c8c50c099b9f0c03f3aadd8402fecdb0c372b64fec5ec6cff#rd","2025-12-05","上海临港"
"2651520809_2","【交通】临港新片区东大公路改扩建工程南半幅道路正式贯通","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520809&idx=2&sn=d7a1fe2851174c065bd8c33cca5e5978&chksm=bd4c4b778a3bc261758ed06704a837d6171a6d55b109b654cde88765364419b631d00b974171#rd","2025-12-05","上海临港"
"2651520809_3","【提示】收藏！南汇新城镇五大社区便民服务通讯录一览→","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520809&idx=3&sn=d160af383fd2be16a94e5c530af89fc6&chksm=bd4c4b778a3bc261ea7bcd38449e2fd874dbf75d53439be11285c1a1c9a4d99fd0b1712696e8#rd","2025-12-05","上海临港"
"2651520792_1","年迎客超千万、新增商业12.8万平方米，临港新片区“商旅临距离”主题沙龙成功举办","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520792&idx=1&sn=4bcb875532a2d2f761e578cc7560c37c&chksm=bd4c4b468a3bc25098946886bb7dfbf675adec8737b952c80d745879ea86e5e469d23dd85c6a#rd","2025-12-05","上海临港"
"2651520792_2","【营商】聚焦企业备案“受益所有人”，企业登记事项高频Q&A第五期来啦","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520792&idx=2&sn=b373138b2c491da62b8a618118c5ca56&chksm=bd4c4b468a3bc250af04cc2333ae9f0d61d9e84d7b5b5b9572664a355d24c1ed02d95b65ac33#rd","2025-12-05","上海临港"
"2651520792_3","【活动】在中海博探寻“南海一号”沉船宝藏","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520792&idx=3&sn=b8c928ad557791271c0156e54d5798e0&chksm=bd4c4b468a3bc25077cbe5b4db409f25e4060bb24dbdc177b3f83311c63a118948c365ba745e#rd","2025-12-05","上海临港"
"2651520773_1","让年轻人的城更有“医靠”——记上海市第六人民医院临港院区儿科团队","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520773&idx=1&sn=b21d8f353749d39433a85efa977680db&chksm=bd4c4b5b8a3bc24d142573c532c46c656b7506462fee16a81e9543e2168f300a963924bf6715#rd","2025-12-04","上海临港"
"2651520773_2","【安居】2025年书院镇集体企业工作人员招聘公告","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520773&idx=2&sn=44961df3b9533c311b0e782080f20f67&chksm=bd4c4b5b8a3bc24dc8ed7723755d4b3e78f778c7e866623aa01c9f3a28cb06e6409fa9efd9b7#rd","2025-12-04","上海临港"
"2651520773_3","【提示】一图读懂！新国标电动自行车新标准→","http://mp.weixin.qq.com/s?__biz=MjM5MTY2MzQwOQ==&mid=2651520773&idx=3&sn=018bc096a7b1a89b405d62618dc49828&chksm=bd4c4b5b8a3bc24d66c71474cae34be207c6955890cbc38ad5ed9325274115f85fc5e63e51eb#rd","2025-12-04","上海临港"
