文章标识符aid,标题title,链接url,时间time,公众号名称
"2247544356_2","三招、四步、六常识，燃气安全必知！","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544356&idx=2&sn=7e4f128ab451400a3e3b2928e8e8b497&chksm=e8971a8bdfe0939da3cd1e25b0a5bf3349a2ff69dcd642f7bdbbe31515a6387b04d384282ab7#rd","2025-11-17","上海青浦工业园区企业订阅号"
"2247544322_1","隐患零容忍 拆违除险保安全","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544322&idx=1&sn=3d1282602d2ba47733edefc203ccbee0&chksm=e8971aaddfe093bb74c499bf360f09ca06a2b2bfbefe8bc22b367ab77d65c864d68210a7a0d3#rd","2025-11-13","上海青浦工业园区企业订阅号"
"2247544322_2","学特种设备知识 防风险护平安","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544322&idx=2&sn=41827a7d2d3f77bf60d0e24c33d9f072&chksm=e8971aaddfe093bb589a65434015e02e53ba9988ff372d8b83d5738b9b65fee533344bc9698d#rd","2025-11-13","上海青浦工业园区企业订阅号"
"2247544278_1","警示｜5起安全生产违法违规行为典型案例","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544278&idx=1&sn=7a47c691703d4b390189508d3565d424&chksm=e8971979dfe0906f00887b53c87e96973cd1b6d92d97b3c2669119c7465ef9d8f5551104fb1c#rd","2025-11-12","上海青浦工业园区企业订阅号"
"2247544274_1","青浦工业园区开展进博会安全生产第三次夜查行动","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544274&idx=1&sn=68572d07a543c9e10b0c8213d20b636e&chksm=e897197ddfe0906b47d4fccee606592876f9c1ccd5aec74c6d04536a64d208a29d3c26f2ae7c#rd","2025-11-07","上海青浦工业园区企业订阅号"
"2247544274_2","以案普法｜非法储存危化品，危险作业罪等着你！","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544274&idx=2&sn=80746b33fba0d9163a2faa3838474b10&chksm=e897197ddfe0906ba90ebedd8ec498f97a27d00bc9738460b969840d1027de30b1d4a63ca38d#rd","2025-11-07","上海青浦工业园区企业订阅号"
"2247544256_1","护航进博会！青浦工业园区开展安全生产夜查行动","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544256&idx=1&sn=9c17a13427d16726f0003036510e0c42&chksm=e897196fdfe09079aad13c1b9ee17b52506d5522b5de5f2a9a84ffa0b577ab99fa2fc5babb5a#rd","2025-11-06","上海青浦工业园区企业订阅号"
"2247544256_2","网格巡查识隐患 联动发力护安全","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544256&idx=2&sn=5d5d5244aa97e757db3a831dff24f29b&chksm=e897196fdfe09079e8a6e994c985e81837072e68f1a304278aee124da5df2eb54f2e2ac95177#rd","2025-11-06","上海青浦工业园区企业订阅号"
"2247544238_1","消防宣传月，来了！","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544238&idx=1&sn=35fff94ec3d64789a5c59aa66faaddea&chksm=e8971901dfe09017ea072fff3550db16c51d9d8be730ea98caf750b07dbf30ba0c6ebbb6f8ed#rd","2025-11-05","上海青浦工业园区企业订阅号"
"2247544234_1","进博会即将开幕！提前剧透→","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544234&idx=1&sn=142f2107d7e24ef229bfc70f396d5c4f&chksm=e8971905dfe09013ce5a6abed6b3b2f457ba70e701bd803aff8c2ecd2953882161afc9f6663d#rd","2025-11-04","上海青浦工业园区企业订阅号"
"2247544234_2","公示｜2025年11月青浦区“双随机、一公开”监督检查对象公示","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544234&idx=2&sn=c73e29e1de5ec0b89ec3be50fcc435b0&chksm=e8971905dfe09013bae7237522a26e154b4a0c5a20567a69afdb7e1a334f7a14b506733e7549#rd","2025-11-04","上海青浦工业园区企业订阅号"
"2247544226_1","致单位消防安全责任人、消防安全管理人的消防安全履职提示信","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544226&idx=1&sn=f8d0ffca948a9113738a0c6e47d75195&chksm=e897190ddfe0901baf593e289ebec3a8854625a0c1ae94bd2887b406b3972c53e13d59762e34#rd","2025-11-03","上海青浦工业园区企业订阅号"
"2247544226_2","进博会期间，如何快速抵离国家会展中心？一起来看交通攻略合集→","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544226&idx=2&sn=98888b59bba425befd64d7c133fb776a&chksm=e897190ddfe0901b65b00279336d32e358a68bcf34cb198b8da963cefb45f87b068dd1925349#rd","2025-11-03","上海青浦工业园区企业订阅号"
"2247544226_3","785家！2025年11月本市应急管理综合行政执法对象和执法事项公示","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544226&idx=3&sn=df3df54cef3cd6f091233bc062cda649&chksm=e897190ddfe0901b9aab793175a0cef11244b694c7ac96380040e873c7db89f729f1fa53b45a#rd","2025-11-03","上海青浦工业园区企业订阅号"
"2247544210_1","区安委办督查组至工业园区开展重点时段暨进博会前综合督查​","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544210&idx=1&sn=be11c9d0bbe2a625272b8f0db4a40c58&chksm=e897193ddfe0902b59c0df40e0fca8c91cf14bd071df9b468e65084d73c117b0e6bf89c5a198#rd","2025-10-28","上海青浦工业园区企业订阅号"
"2247544210_2","严守施工安全关  共护项目生命线","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544210&idx=2&sn=6a32e3dc4928aad9ee480891d7a0321a&chksm=e897193ddfe0902ba2ff43a52636581dd5491c564b5550c49e307eb121d66c63711345976594#rd","2025-10-28","上海青浦工业园区企业订阅号"
"2247544210_3","警示｜32名员工，救了一个厂！","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544210&idx=3&sn=21fe8fb2916897035504699a0c1b454e&chksm=e897193ddfe0902bd959d399a398d88c74bfc4504bb545fc74424b7552244f0309fdcd0a39bf#rd","2025-10-28","上海青浦工业园区企业订阅号"
"2247544186_1","警示｜电气故障引发火灾，警惕五大征兆！","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544186&idx=1&sn=50b90f770971cd19121db617502f25ea&chksm=e89719d5dfe090c3010c2c5852c98ed4415baaf545812c5626fff9401c0d6a5aa1493d854d97#rd","2025-10-27","上海青浦工业园区企业订阅号"
"2247544182_1","2025进博会上海会议将举行，聚焦“寻找贸易驱动力”等六大议题","http://mp.weixin.qq.com/s?__biz=MzIzMjQwMDMyMA==&mid=2247544182&idx=1&sn=6623301a14d64d0fac01fc2b9ba41430&chksm=e89719d9dfe090cf9432c337678aaee26b1e4b566f08b6c225559b478cc2ce719a5101575337#rd","2025-10-23","上海青浦工业园区企业订阅号"
