文章标识符aid,标题title,链接url,时间time,公众号名称
2247562289_1,昆山，最佳！最佳！最佳！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247562289&idx=1&sn=3e577071eac42267ae2f42f4210f23e2&chksm=ec1f6186db68e890d0118fa712059c740e5cdaa78a3aa584d4e1911f32eec8214ab08c542f32#rd,2025/12/19,昆山科创
2247562217_1,光合组织2025人工智能创新大会在昆山举行,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247562217&idx=1&sn=eca56a7268c069ca0e52b0a0ddaf64e9&chksm=ec1f665edb68ef48ce717c762a767248c078eddba7eb3f0b5d3f68aec971fa3c8cf758f6c4ae#rd,2025/12/18,昆山科创
2247562217_2,相约盛会，昆山为AI奔赴！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247562217&idx=2&sn=e9f04a22f1e6bc3b27bfe480566667c0&chksm=ec1f665edb68ef48968a283a5cec31a61f6edabe98269412e97d30ea5d875bdef98350409ffd#rd,2025/12/18,昆山科创
2247561999_1,创新家园 | 乘风破浪 悦动科创 昆山高层次人才五公里亲子赛活力启程！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561999&idx=1&sn=c457b923ccacb506042fd96b703fa64f&chksm=ec1f66b8db68efae6baef23051e8c5d83772f1f4d5dc5a8982d125af57d13028365addce60f5#rd,2025/12/16,昆山科创
2247561874_1,一图读懂 | 拥抱OPC，昆山重磅发布！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561874&idx=1&sn=13c7216ed2cac45df9aad13a66f986ff&chksm=ec1f6725db68ee331695de50011395fc80e2ff7af0fcb8a250ba0c3c310a4e7f3c59f5de279f#rd,2025/12/15,昆山科创
2247561841_1,2025昆山高质量发展（北京）合作交流会暨清华大学“昆山周”系列活动启动,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561841&idx=1&sn=1029165f20006bc590a16c4b4f5c2b84&chksm=ec1f67c6db68eed08d6a29841b559256938a60e421766b55ae730e8cdffbe944cee3fd15bf25#rd,2025/12/14,昆山科创
2247561841_2,闪耀清华园，昆山实力“圈粉”！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561841&idx=2&sn=d84a7e28be53ae343a0824d92e2fe8cf&chksm=ec1f67c6db68eed09853afee6061e286b083e157153e85a58893bdeb925748ce0744ea702c48#rd,2025/12/14,昆山科创
2247561823_1,中央经济工作会议，重点内容梳理,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561823&idx=1&sn=dd1e6b1f19cc63cdd2cea0e2be9ef752&chksm=ec1f67e8db68eefe0cbc54b4f54b576b422d1d5943ec6e42f445779da0a602b691f05d97ff65#rd,2025/12/12,昆山科创
2247561823_2,昆山＆清华，一路生花,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561823&idx=2&sn=13eeb4570d092e78c92b541d71494cc5&chksm=ec1f67e8db68eefee408c5500811a38b22d45ae2a69c225d55b1404af7da1e294442ce87e77b#rd,2025/12/12,昆山科创
2247561686_1,人才服务 | 高铁、公交、地铁、机场礼遇，“码”上专享！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561686&idx=1&sn=e27ba20907e9c6346957db27013f4212&chksm=ec1f6461db68ed770b71a57022bfcd6a4391acd052c4009b06c0490ff4c6e549a5a5a06ba07f#rd,2025/12/11,昆山科创
2247561552_1,沪苏同城·昆山篇：创新协作，动能奔涌,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561552&idx=1&sn=8d1d994e24ef6f6ae7afaf83471f55a3&chksm=ec1f64e7db68edf17cb5beb21a0585fec3d22ed79aa6d98d6522aa6e58d7240aa2d91dc21ec8#rd,2025/12/10,昆山科创
2247561473_1,“企策通”周三政策宣讲e课堂——人社项目申报政策解读专场,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561473&idx=1&sn=b7793056f1f98c1626c2b336b4cb8b2c&chksm=ec1f64b6db68eda0e6718f0c15216a5d701284c6aa768babbb673d8832beed9edad0e5b6939d#rd,2025/12/8,昆山科创
2247561447_1,“中央广播电视总台创意研发调研活动·江苏行”首站走进昆山,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561447&idx=1&sn=6298dff388508c0c5191ab3184ebceb1&chksm=ec1f6550db68ec46e67b51c189658565280bdcac230d15a2625613ee44c22d35769109ab098d#rd,2025/12/5,昆山科创
2247561447_2,助力产业链深度耦合——昆山市高端装备产业沙龙（北矿智能专场）成功举办,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561447&idx=2&sn=966d81f8caf6a57d8ea556c73a295359&chksm=ec1f6550db68ec461f4c1efd2fda3dc53c445992556ff3b9159f96c20f93e6c510b5e438896e#rd,2025/12/5,昆山科创
2247561447_3,2025年12月人才科创系列活动预告,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561447&idx=3&sn=33d303beadad218235f70a7470ee1ea2&chksm=ec1f6550db68ec46f6b876253bf6a971f223bb1abda48b0341eb622f42716a5f5b2031c55f9c#rd,2025/12/5,昆山科创
2247561340_1,人才服务丨跨域联动，智享健康！长三角高级专家会诊服务上线,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561340&idx=1&sn=e3b4ac3147c9e67c9e00ed371c738d2b&chksm=ec1f65cbdb68ecdd620865b87d107e45763b7f76e48e818b07d1458c60147a7c148c503c62d0#rd,2025/12/4,昆山科创
2247561340_2,项目申报 | 关于组织申报2026年度第一批苏州创新创业领军人才计划项目的通知,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561340&idx=2&sn=1942e495fd146d58e8ceb5279c99c089&chksm=ec1f65cbdb68ecdd3f6ee03976edeb86d300fdec3faf56ddbe0d03aa5525ea360826d36063d5#rd,2025/12/4,昆山科创
2247561131_1,活动报名 | “破局而立 ‘智造’未来”精密加工效能与产品寿命提升系列讲座,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561131&idx=1&sn=709388b15953d0ee1fe77eb5fa2dfdd9&chksm=ec1f7a1cdb68f30a048d8e17ba63a0a08cfd0985e9af2d54f93e6dc307434d0fa5dbe7522a02#rd,2025/12/2,昆山科创
2247561131_2,政策服务走进“链主”企业——人事经理俱乐部第三期主题沙龙成功举办！,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561131&idx=2&sn=3b96565a2cb79f32ca501dd1aa9cafd3&chksm=ec1f7a1cdb68f30acb3fef60ed2d059e25e69422289213d6d622db88723d8776f83804534415#rd,2025/12/2,昆山科创
2247561131_3,项目申报 | 关于组织申报双创人才2025年度购房补贴的通知,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561131&idx=3&sn=92db5bcb313c31ed41542e672ae652a1&chksm=ec1f7a1cdb68f30a84b2b97987f20b6d9327afc046e522ee9a916774ba202b8fb35a04c1119d#rd,2025/12/2,昆山科创
2247561034_1,活动报名丨“昆才易融”金融服务汇——“金融赋能，聚力创新”银企对接活动,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561034&idx=1&sn=583b7c28c7d49a7f10b143a7f974b91f&chksm=ec1f7afddb68f3ebec364f3282407b6451ce8f49d0866bddeeebdf4bbfa741a3faf0adb65b8a#rd,2025/12/1,昆山科创
2247561034_2,“企策通”周三政策宣讲e课堂——科技、人社项目申报政策解读专场,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247561034&idx=2&sn=60e01a4e9087dd19aa36466febbe32d0&chksm=ec1f7afddb68f3eb0f1331cd4de350f28e9844c477aeeb7f55b3d3a35a1149870f172bfd5d7c#rd,2025/12/1,昆山科创
2247560940_1,政策服务 | 2025年昆山市惠企惠才项目申报月历（12月）,http://mp.weixin.qq.com/s?__biz=MzI5MDYzNzAxNg==&mid=2247560940&idx=1&sn=430261f6c67ecd3ebf1cad456a43eca0&chksm=ec1f7b5bdb68f24dca0f0cf583ce1a15ff9611c26e909a11ae682414726a3e4e60e7133a5cce#rd,2025/11/29,昆山科创
